CurrentLevel,WaveNumber,CurrentLives,CoverageByTower,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,processing_date,target_hp,target_speed
1.0,3.0,10.0,30.43,,,,,,,,2025-04-12 10:37:37.539737,1.153,1.228
1.0,3.0,10.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.266,1.338
1.0,4.0,10.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.331,1.4
1.0,4.0,10.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.374,1.44
1.0,5.0,10.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.445,1.505
1.0,5.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.491,1.548
1.0,6.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.568,1.617
1.0,6.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.568,1.617
1.0,7.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.648,1.689
1.0,7.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.648,1.689
1.0,8.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.732,1.762
1.0,8.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.732,1.762
1.0,9.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.819,1.838
1.0,9.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.819,1.838
1.0,10.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.91,1.917
1.0,10.0,10.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.91,1.917
2.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.166,1.24
2.0,1.0,12.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.537,1.59
2.0,2.0,12.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.616,1.66
2.0,2.0,11.0,66.67,,,,,,,,2025-04-12 10:37:37.539737,1.636,1.678
2.0,3.0,11.0,66.67,,,,,,,,2025-04-12 10:37:37.539737,1.719,1.751
2.0,3.0,11.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,1.933,1.936
2.0,4.0,11.0,83.33,,,,,,,,2025-04-12 10:37:37.539737,2.028,2.017
2.0,4.0,11.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.272,2.219
2.0,5.0,11.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.379,2.307
2.0,5.0,11.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.379,2.307
2.0,6.0,11.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.49,2.397
2.0,6.0,11.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.49,2.397
2.0,7.0,11.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.605,2.489
2.0,7.0,9.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.388,2.314
2.0,8.0,9.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.499,2.404
2.0,8.0,9.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.499,2.404
2.0,9.0,9.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.614,2.496
2.0,9.0,9.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.614,2.496
2.0,10.0,9.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.732,2.59
2.0,10.0,9.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.732,2.59
3.0,1.0,14.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.215,1.289
3.0,1.0,14.0,25.0,,,,,,,,2025-04-12 10:37:37.539737,1.456,1.516
3.0,2.0,14.0,25.0,,,,,,,,2025-04-12 10:37:37.539737,1.531,1.584
3.0,2.0,14.0,32.14,,,,,,,,2025-04-12 10:37:37.539737,1.612,1.657
3.0,3.0,14.0,32.14,,,,,,,,2025-04-12 10:37:37.539737,1.694,1.729
3.0,3.0,14.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,1.875,1.886
3.0,4.0,14.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,1.968,1.966
3.0,4.0,14.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,1.968,1.966
3.0,5.0,14.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,2.064,2.047
3.0,5.0,14.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,2.064,2.047
3.0,6.0,14.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,2.164,2.131
3.0,6.0,14.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,2.164,2.131
3.0,7.0,14.0,46.43,,,,,,,,2025-04-12 10:37:37.539737,2.268,2.216
3.0,7.0,14.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,2.323,2.261
3.0,8.0,14.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,2.432,2.35
3.0,8.0,14.0,57.14,,,,,,,,2025-04-12 10:37:37.539737,2.548,2.443
3.0,9.0,14.0,57.14,,,,,,,,2025-04-12 10:37:37.539737,2.664,2.536
3.0,9.0,14.0,57.14,,,,,,,,2025-04-12 10:37:37.539737,2.664,2.536
3.0,10.0,14.0,57.14,,,,,,,,2025-04-12 10:37:37.539737,2.784,2.631
3.0,10.0,14.0,57.14,,,,,,,,2025-04-12 10:37:37.539737,2.784,2.631
4.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.396,1.46
4.0,1.0,14.0,14.81,,,,,,,,2025-04-12 10:37:37.539737,1.481,1.538
4.0,2.0,14.0,14.81,,,,,,,,2025-04-12 10:37:37.539737,1.557,1.607
4.0,2.0,14.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.642,1.683
4.0,3.0,14.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.726,1.757
4.0,3.0,14.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.726,1.757
4.0,4.0,14.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.813,1.833
4.0,4.0,13.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.729,1.76
4.0,5.0,13.0,22.22,,,,,,,,2025-04-12 10:37:37.539737,1.816,1.836
4.0,5.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.864,1.877
4.0,6.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.957,1.957
4.0,6.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.957,1.957
4.0,7.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.053,2.038
4.0,7.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.053,2.038
4.0,8.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.153,2.121
4.0,8.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.153,2.121
4.0,9.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.256,2.207
4.0,9.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.256,2.207
4.0,10.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.363,2.294
4.0,10.0,13.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,2.363,2.294
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,0.0,17.39,,,,,,,,2025-04-12 10:37:37.539737,0.711,0.723
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,9.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,0.973,1.043
1.0,2.0,9.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,1.019,1.091
1.0,2.0,9.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.114,1.189
1.0,3.0,9.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.17,1.245
1.0,3.0,9.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.17,1.245
1.0,4.0,9.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.23,1.303
1.0,4.0,9.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.23,1.303
1.0,5.0,9.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.293,1.363
1.0,5.0,9.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.334,1.402
1.0,6.0,9.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.403,1.467
1.0,6.0,9.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.494,1.55
1.0,7.0,9.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.571,1.62
1.0,7.0,9.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.571,1.62
1.0,8.0,9.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.651,1.692
1.0,8.0,9.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.651,1.692
1.0,9.0,9.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.735,1.765
1.0,9.0,9.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.735,1.765
1.0,10.0,9.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.823,1.842
1.0,10.0,9.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.823,1.842
2.0,1.0,14.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.112,1.187
2.0,1.0,10.0,41.67,,,,,,,,2025-04-12 10:37:37.539737,1.237,1.31
2.0,2.0,10.0,41.67,,,,,,,,2025-04-12 10:37:37.539737,1.301,1.371
2.0,2.0,9.0,66.67,,,,,,,,2025-04-12 10:37:37.539737,1.486,1.543
2.0,3.0,9.0,66.67,,,,,,,,2025-04-12 10:37:37.539737,1.562,1.612
2.0,3.0,8.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.581,1.629
2.0,4.0,8.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.662,1.701
2.0,4.0,8.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.87,1.883
2.0,5.0,8.0,91.67,,,,,,,,2025-04-12 10:37:37.539737,1.963,1.962
2.0,5.0,7.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.986,1.981
2.0,6.0,7.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.083,2.063
2.0,6.0,7.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.083,2.063
2.0,7.0,7.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.184,2.147
2.0,7.0,7.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.184,2.147
2.0,8.0,7.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.289,2.233
2.0,8.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.188,2.151
2.0,9.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.293,2.237
2.0,9.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.293,2.237
2.0,10.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.401,2.325
2.0,10.0,6.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.401,2.325
3.0,1.0,11.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.056,1.13
3.0,1.0,10.0,25.0,,,,,,,,2025-04-12 10:37:37.539737,1.201,1.275
3.0,2.0,10.0,25.0,,,,,,,,2025-04-12 10:37:37.539737,1.262,1.334
3.0,2.0,10.0,32.14,,,,,,,,2025-04-12 10:37:37.539737,1.329,1.398
3.0,3.0,10.0,32.14,,,,,,,,2025-04-12 10:37:37.539737,1.398,1.462
3.0,3.0,10.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,1.762,1.788
3.0,4.0,10.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,1.85,1.865
3.0,4.0,10.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,1.85,1.865
3.0,5.0,10.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,1.942,1.944
3.0,5.0,10.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,1.942,1.944
3.0,6.0,10.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.038,2.025
3.0,6.0,10.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.038,2.025
3.0,7.0,10.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.137,2.108
3.0,7.0,10.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.137,2.108
3.0,8.0,10.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.24,2.193
3.0,8.0,10.0,78.57,,,,,,,,2025-04-12 10:37:37.539737,2.463,2.375
3.0,9.0,10.0,78.57,,,,,,,,2025-04-12 10:37:37.539737,2.576,2.466
3.0,9.0,10.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.949,2.76
3.0,10.0,10.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,3.0,2.86
3.0,10.0,10.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,3.0,2.86
4.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.396,1.46
4.0,1.0,14.0,24.07,,,,,,,,2025-04-12 10:37:37.539737,1.583,1.631
4.0,2.0,14.0,24.07,,,,,,,,2025-04-12 10:37:37.539737,1.664,1.703
4.0,2.0,14.0,35.19,,,,,,,,2025-04-12 10:37:37.539737,1.801,1.823
4.0,3.0,14.0,35.19,,,,,,,,2025-04-12 10:37:37.539737,1.891,1.9
4.0,3.0,14.0,37.04,,,,,,,,2025-04-12 10:37:37.539737,1.916,1.921
4.0,4.0,14.0,37.04,,,,,,,,2025-04-12 10:37:37.539737,2.01,2.002
4.0,4.0,14.0,38.89,,,,,,,,2025-04-12 10:37:37.539737,2.036,2.024
4.0,5.0,14.0,38.89,,,,,,,,2025-04-12 10:37:37.539737,2.135,2.107
4.0,5.0,14.0,40.74,,,,,,,,2025-04-12 10:37:37.539737,2.162,2.129
4.0,6.0,14.0,40.74,,,,,,,,2025-04-12 10:37:37.539737,2.266,2.215
4.0,6.0,14.0,40.74,,,,,,,,2025-04-12 10:37:37.539737,2.266,2.215
4.0,7.0,14.0,40.74,,,,,,,,2025-04-12 10:37:37.539737,2.373,2.302
4.0,7.0,14.0,40.74,,,,,,,,2025-04-12 10:37:37.539737,2.373,2.302
4.0,8.0,14.0,40.74,,,,,,,,2025-04-12 10:37:37.539737,2.484,2.392
4.0,8.0,14.0,40.74,,,,,,,,2025-04-12 10:37:37.539737,2.484,2.392
4.0,9.0,14.0,40.74,,,,,,,,2025-04-12 10:37:37.539737,2.598,2.484
4.0,9.0,14.0,40.74,,,,,,,,2025-04-12 10:37:37.539737,2.598,2.484
4.0,10.0,14.0,40.74,,,,,,,,2025-04-12 10:37:37.539737,2.716,2.578
4.0,10.0,14.0,40.74,,,,,,,,2025-04-12 10:37:37.539737,2.716,2.578
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,0.0,13.04,,,,,,,,2025-04-12 10:37:37.539737,0.706,0.714
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,10.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,1.017,1.089
1.0,2.0,10.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,1.066,1.14
1.0,2.0,10.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.132,1.207
1.0,3.0,10.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.19,1.264
1.0,3.0,10.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.227,1.3
1.0,4.0,10.0,39.13,,,,,,,,2025-04-12 10:37:37.539737,1.29,1.361
1.0,4.0,10.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.331,1.4
1.0,5.0,10.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.4,1.464
1.0,5.0,10.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.4,1.464
1.0,6.0,10.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.472,1.531
1.0,6.0,10.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.472,1.531
1.0,7.0,10.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.548,1.599
1.0,7.0,10.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.597,1.644
1.0,8.0,10.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.679,1.716
1.0,8.0,10.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.679,1.716
1.0,9.0,10.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.764,1.791
1.0,9.0,10.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.764,1.791
1.0,10.0,10.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.853,1.868
1.0,10.0,10.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.853,1.868
2.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.166,1.24
2.0,1.0,13.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.519,1.573
2.0,2.0,13.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,1.597,1.643
2.0,2.0,11.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.736,1.766
2.0,3.0,11.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.823,1.842
2.0,3.0,11.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.823,1.842
2.0,4.0,11.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.915,1.92
2.0,4.0,11.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.915,1.92
2.0,5.0,11.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,2.009,2.001
2.0,5.0,10.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.918,1.924
2.0,6.0,10.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,2.013,2.004
2.0,6.0,10.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,2.013,2.004
2.0,7.0,10.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,2.111,2.087
2.0,7.0,8.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.284,2.23
2.0,8.0,8.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.392,2.318
2.0,8.0,8.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.392,2.318
2.0,9.0,8.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.504,2.408
2.0,9.0,8.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.504,2.408
2.0,10.0,8.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.619,2.5
2.0,10.0,8.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,2.619,2.5
3.0,1.0,13.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.159,1.234
3.0,1.0,13.0,42.86,,,,,,,,2025-04-12 10:37:37.539737,1.579,1.627
3.0,2.0,13.0,42.86,,,,,,,,2025-04-12 10:37:37.539737,1.659,1.699
3.0,2.0,13.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,1.883,1.894
3.0,3.0,13.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,1.977,1.973
3.0,3.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,1.801,1.822
3.0,4.0,11.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,1.891,1.9
3.0,4.0,10.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,1.804,1.825
3.0,5.0,10.0,60.71,,,,,,,,2025-04-12 10:37:37.539737,1.894,1.903
3.0,5.0,10.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,1.942,1.944
3.0,6.0,10.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.038,2.025
3.0,6.0,10.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.038,2.025
3.0,7.0,10.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.137,2.108
3.0,7.0,8.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,1.95,1.95
3.0,8.0,8.0,64.29,,,,,,,,2025-04-12 10:37:37.539737,2.046,2.032
3.0,8.0,8.0,67.86,,,,,,,,2025-04-12 10:37:37.539737,2.097,2.074
3.0,9.0,8.0,67.86,,,,,,,,2025-04-12 10:37:37.539737,2.198,2.158
3.0,9.0,8.0,67.86,,,,,,,,2025-04-12 10:37:37.539737,2.198,2.158
3.0,10.0,8.0,67.86,,,,,,,,2025-04-12 10:37:37.539737,2.303,2.245
3.0,10.0,8.0,71.43,,,,,,,,2025-04-12 10:37:37.539737,2.358,2.29
4.0,1.0,13.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.267,1.339
4.0,1.0,10.0,14.81,,,,,,,,2025-04-12 10:37:37.539737,1.221,1.294
4.0,2.0,10.0,14.81,,,,,,,,2025-04-12 10:37:37.539737,1.284,1.354
4.0,2.0,9.0,24.07,,,,,,,,2025-04-12 10:37:37.539737,1.308,1.378
4.0,3.0,9.0,24.07,,,,,,,,2025-04-12 10:37:37.539737,1.375,1.441
4.0,3.0,8.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.328,1.397
4.0,4.0,8.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.397,1.461
4.0,4.0,8.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.397,1.461
4.0,5.0,8.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.469,1.527
4.0,5.0,8.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.469,1.527
4.0,6.0,8.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.544,1.596
4.0,6.0,6.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.402,1.466
4.0,7.0,6.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.475,1.533
4.0,7.0,6.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.475,1.533
4.0,8.0,6.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.551,1.602
4.0,8.0,6.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.551,1.602
4.0,9.0,6.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.63,1.673
4.0,9.0,6.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.63,1.673
4.0,10.0,6.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.713,1.746
4.0,10.0,5.0,25.93,,,,,,,,2025-04-12 10:37:37.539737,1.633,1.676
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,2.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,0.757,0.791
1.0,2.0,2.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,0.779,0.82
1.0,2.0,2.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,0.812,0.86
1.0,3.0,2.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,0.841,0.896
1.0,3.0,2.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,0.884,0.945
1.0,4.0,2.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,0.922,0.988
1.0,4.0,2.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,0.922,0.988
1.0,5.0,2.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,0.963,1.033
1.0,5.0,2.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,0.963,1.033
1.0,6.0,2.0,43.48,,,,,,,,2025-04-12 10:37:37.539737,1.008,1.081
1.0,6.0,2.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.07,1.144
1.0,7.0,2.0,52.17,,,,,,,,2025-04-12 10:37:37.539737,1.123,1.198
1.0,7.0,2.0,65.22,,,,,,,,2025-04-12 10:37:37.539737,1.232,1.305
1.0,8.0,2.0,65.22,,,,,,,,2025-04-12 10:37:37.539737,1.295,1.365
1.0,8.0,2.0,73.91,,,,,,,,2025-04-12 10:37:37.539737,1.379,1.445
1.0,9.0,2.0,73.91,,,,,,,,2025-04-12 10:37:37.539737,1.45,1.511
1.0,9.0,2.0,73.91,,,,,,,,2025-04-12 10:37:37.539737,1.45,1.511
1.0,10.0,2.0,73.91,,,,,,,,2025-04-12 10:37:37.539737,1.525,1.579
1.0,10.0,0.0,82.61,,,,,,,,2025-04-12 10:37:37.539737,1.475,1.533
1.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.068,1.142
1.0,1.0,12.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,1.114,1.189
1.0,2.0,12.0,26.09,,,,,,,,2025-04-12 10:37:37.539737,1.17,1.245
1.0,2.0,12.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.245,1.318
1.0,3.0,12.0,34.78,,,,,,,,2025-04-12 10:37:37.539737,1.309,1.379
1.0,3.0,12.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.439,1.5
1.0,4.0,12.0,47.83,,,,,,,,2025-04-12 10:37:37.539737,1.513,1.568
1.0,4.0,12.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.662,1.701
1.0,5.0,12.0,60.87,,,,,,,,2025-04-12 10:37:37.539737,1.747,1.775
1.0,5.0,12.0,73.91,,,,,,,,2025-04-12 10:37:37.539737,1.915,1.921
1.0,6.0,12.0,73.91,,,,,,,,2025-04-12 10:37:37.539737,2.009,2.001
1.0,6.0,12.0,73.91,,,,,,,,2025-04-12 10:37:37.539737,2.009,2.001
1.0,7.0,12.0,73.91,,,,,,,,2025-04-12 10:37:37.539737,2.108,2.083
1.0,7.0,12.0,73.91,,,,,,,,2025-04-12 10:37:37.539737,2.108,2.083
1.0,8.0,12.0,73.91,,,,,,,,2025-04-12 10:37:37.539737,2.209,2.168
1.0,8.0,12.0,73.91,,,,,,,,2025-04-12 10:37:37.539737,2.209,2.168
1.0,9.0,12.0,73.91,,,,,,,,2025-04-12 10:37:37.539737,2.315,2.255
1.0,9.0,12.0,86.96,,,,,,,,2025-04-12 10:37:37.539737,2.522,2.423
1.0,10.0,12.0,86.96,,,,,,,,2025-04-12 10:37:37.539737,2.638,2.515
1.0,10.0,12.0,86.96,,,,,,,,2025-04-12 10:37:37.539737,2.638,2.515
2.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.166,1.24
2.0,1.0,0.0,41.67,,,,,,,,2025-04-12 10:37:37.539737,0.808,0.856
2.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.166,1.24
2.0,1.0,3.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,0.95,1.019
2.0,2.0,3.0,50.0,,,,,,,,2025-04-12 10:37:37.539737,0.994,1.066
2.0,2.0,3.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.052,1.126
2.0,3.0,3.0,58.33,,,,,,,,2025-04-12 10:37:37.539737,1.104,1.178
2.0,3.0,1.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.13,1.205
2.0,4.0,1.0,75.0,,,,,,,,2025-04-12 10:37:37.539737,1.187,1.261
2.0,4.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.421,1.484
2.0,5.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.495,1.551
2.0,5.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.495,1.551
2.0,6.0,1.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.571,1.62
2.0,6.0,0.0,100.0,,,,,,,,2025-04-12 10:37:37.539737,1.498,1.554
2.0,1.0,15.0,0.0,,,,,,,,2025-04-12 10:37:37.539737,1.166,1.24
